date,Job openings — total (level),Job openings — total (rate),Hires — total (level),Hires — total (rate),Separations — total (level),Separations — total (rate),Quits — total (level),Quits — total (rate),Layoffs & discharges — total (level),Layoffs & discharges — total (rate),Job openings — construction,Job openings — manufacturing,Job openings — retail trade,Job openings — professional & business,Job openings — education & health,Job openings — health care & social,Job openings — leisure & hospitality,"Job openings — arts, entertainment, recreation",Job openings — accommodation & food,Job openings — government,Job openings — state & local government,Quits rate — total private,Quits rate — construction,Quits rate — manufacturing,Quits rate — retail trade,Quits rate — information,Quits rate — financial activities,Quits rate — professional & business,Quits rate — private education & health,Quits rate — health care & social,Quits rate — leisure & hospitality,Quits rate — accommodation & food,Quits rate — government
2009-05-01,2549.0,1.9,3758.0,2.9,4192.0,3.2,1683.0,1.3,2231.0,1.7,46.0,92.0,406.0,446.0,527.0,487.0,296.0,28.0,268.0,274.0,249.0,1.5,1.3,0.7,1.8,1.4,0.8,1.8,1.2,1.3,2.6,2.7,0.5
2009-06-01,2503.0,1.9,3639.0,2.8,4234.0,3.2,1685.0,1.3,2261.0,1.7,61.0,99.0,299.0,405.0,526.0,470.0,283.0,19.0,264.0,324.0,279.0,1.5,1.3,0.7,1.9,1.1,0.7,1.7,1.3,1.4,2.7,2.7,0.4
2009-07-01,2232.0,1.7,3857.0,3.0,4235.0,3.2,1685.0,1.3,2267.0,1.7,45.0,91.0,196.0,449.0,533.0,492.0,259.0,36.0,223.0,286.0,235.0,1.5,1.1,0.8,2.0,1.2,0.9,1.6,1.2,1.3,2.6,2.8,0.5
2009-08-01,2338.0,1.8,3810.0,2.9,3985.0,3.1,1555.0,1.2,2119.0,1.6,58.0,116.0,281.0,420.0,540.0,487.0,198.0,25.0,173.0,304.0,273.0,1.3,0.7,0.7,1.7,1.0,0.8,1.5,1.2,1.3,2.6,2.8,0.4
2009-09-01,2487.0,1.9,3944.0,3.0,4126.0,3.2,1627.0,1.2,2195.0,1.7,64.0,127.0,261.0,464.0,546.0,505.0,286.0,26.0,260.0,287.0,223.0,1.4,1.3,0.8,1.8,0.9,0.8,1.6,1.3,1.4,2.3,2.6,0.4
2009-10-01,2406.0,1.8,3838.0,3.0,3996.0,3.1,1660.0,1.3,2028.0,1.6,55.0,128.0,215.0,413.0,527.0,483.0,261.0,17.0,244.0,382.0,271.0,1.5,1.1,0.7,1.9,0.9,1.0,1.6,1.3,1.4,2.5,2.7,0.4
2009-11-01,2503.0,1.9,4024.0,3.1,4002.0,3.1,1810.0,1.4,1913.0,1.5,65.0,152.0,241.0,435.0,514.0,474.0,279.0,29.0,251.0,351.0,257.0,1.6,1.6,0.6,2.0,1.5,1.0,1.7,1.3,1.4,2.9,3.0,0.5
2009-12-01,2568.0,1.9,4004.0,3.1,4099.0,3.2,1766.0,1.4,2033.0,1.6,77.0,181.0,299.0,432.0,547.0,493.0,258.0,19.0,239.0,330.0,260.0,1.5,1.5,0.6,2.1,1.0,1.1,1.8,1.3,1.3,2.9,3.1,0.5
2010-01-01,2837.0,2.1,3904.0,3.0,3940.0,3.0,1742.0,1.3,1880.0,1.4,58.0,146.0,332.0,457.0,618.0,589.0,279.0,22.0,257.0,404.0,255.0,1.5,1.8,0.7,1.8,0.5,1.1,2.0,1.2,1.2,2.9,2.9,0.5
2010-02-01,2666.0,2.0,3864.0,3.0,4011.0,3.1,1844.0,1.4,1825.0,1.4,73.0,162.0,343.0,430.0,524.0,461.0,266.0,27.0,239.0,343.0,222.0,1.6,1.5,0.9,2.3,1.0,1.1,1.9,1.2,1.2,2.9,3.1,0.5
2010-03-01,2679.0,2.0,4302.0,3.3,4089.0,3.1,1856.0,1.4,1924.0,1.5,84.0,157.0,348.0,390.0,535.0,450.0,239.0,28.0,211.0,408.0,259.0,1.6,1.5,0.8,2.1,1.7,1.0,2.1,1.2,1.3,2.8,3.1,0.5
2010-04-01,3153.0,2.4,4159.0,3.2,3945.0,3.0,1897.0,1.5,1749.0,1.3,85.0,176.0,294.0,513.0,514.0,456.0,283.0,28.0,255.0,623.0,249.0,1.7,1.1,0.8,2.3,0.9,1.2,2.1,1.4,1.5,2.8,2.9,0.5
2010-05-01,2988.0,2.2,4420.0,3.4,3924.0,3.0,1813.0,1.4,1762.0,1.3,78.0,184.0,323.0,603.0,507.0,435.0,312.0,52.0,260.0,385.0,242.0,1.6,1.1,0.7,2.2,0.8,1.1,2.0,1.2,1.2,2.7,2.9,0.4
2010-06-01,2801.0,2.1,4111.0,3.1,4311.0,3.3,1911.0,1.5,2075.0,1.6,74.0,201.0,314.0,582.0,461.0,408.0,329.0,62.0,267.0,301.0,214.0,1.6,1.1,0.8,2.2,1.0,1.4,2.2,1.3,1.4,2.5,2.7,0.6
2010-07-01,3082.0,2.3,4163.0,3.2,4269.0,3.3,1785.0,1.4,2166.0,1.7,102.0,218.0,324.0,621.0,536.0,470.0,323.0,39.0,285.0,324.0,240.0,1.6,1.3,0.7,2.3,1.0,1.1,1.9,1.2,1.3,2.6,2.7,0.5
2010-08-01,2999.0,2.2,4046.0,3.1,4054.0,3.1,1842.0,1.4,1890.0,1.4,52.0,183.0,284.0,641.0,491.0,436.0,364.0,45.0,319.0,346.0,245.0,1.6,1.4,0.9,2.1,0.9,1.0,2.3,1.2,1.3,2.6,2.7,0.5
2010-09-01,2918.0,2.2,4034.0,3.1,4045.0,3.1,1895.0,1.5,1832.0,1.4,77.0,185.0,255.0,634.0,522.0,469.0,317.0,33.0,283.0,337.0,251.0,1.6,1.5,0.8,2.2,1.1,1.2,2.2,1.2,1.3,2.7,2.8,0.6
2010-10-01,3235.0,2.4,4173.0,3.2,3884.0,3.0,1846.0,1.4,1745.0,1.3,67.0,194.0,333.0,652.0,627.0,562.0,417.0,35.0,382.0,345.0,271.0,1.6,1.5,0.9,2.1,1.4,0.9,2.1,1.2,1.3,2.8,2.7,0.5
2010-11-01,3211.0,2.4,4182.0,3.2,4067.0,3.1,1887.0,1.4,1849.0,1.4,88.0,232.0,327.0,700.0,557.0,495.0,319.0,28.0,291.0,337.0,265.0,1.6,1.3,0.8,2.2,1.6,1.0,2.1,1.3,1.3,2.8,2.9,0.5
2010-12-01,3058.0,2.3,4299.0,3.3,4142.0,3.2,1977.0,1.5,1854.0,1.4,46.0,197.0,325.0,579.0,551.0,493.0,352.0,41.0,312.0,399.0,308.0,1.7,1.6,0.9,2.0,1.5,1.3,2.3,1.2,1.3,2.9,3.0,0.5
2011-01-01,3104.0,2.3,4000.0,3.1,4001.0,3.1,1832.0,1.4,1827.0,1.4,65.0,221.0,353.0,538.0,547.0,473.0,366.0,36.0,331.0,338.0,277.0,1.6,1.3,0.9,1.7,1.0,1.1,2.2,1.1,1.2,2.9,3.0,0.6
2011-02-01,3226.0,2.4,4231.0,3.2,4037.0,3.1,1958.0,1.5,1755.0,1.3,51.0,216.0,397.0,610.0,574.0,505.0,389.0,47.0,342.0,316.0,258.0,1.7,1.3,0.8,2.1,1.2,1.0,2.4,1.2,1.2,2.8,2.9,0.5
2011-03-01,3261.0,2.4,4430.0,3.4,4142.0,3.2,2033.0,1.5,1794.0,1.4,65.0,214.0,351.0,641.0,606.0,547.0,393.0,41.0,352.0,323.0,269.0,1.8,1.5,1.0,2.3,1.2,1.2,2.6,1.3,1.3,2.9,3.0,0.5
2011-04-01,3259.0,2.4,4296.0,3.3,3991.0,3.0,1882.0,1.4,1792.0,1.4,77.0,231.0,401.0,590.0,604.0,533.0,331.0,41.0,289.0,341.0,288.0,1.6,1.7,0.9,2.1,1.5,1.0,2.1,1.2,1.2,2.8,2.9,0.5
2011-05-01,3179.0,2.4,4261.0,3.2,4189.0,3.2,1965.0,1.5,1904.0,1.4,109.0,216.0,431.0,585.0,583.0,534.0,319.0,40.0,279.0,298.0,235.0,1.7,1.5,0.9,2.3,1.3,1.0,2.1,1.3,1.3,2.8,2.9,0.6
2011-06-01,3455.0,2.6,4366.0,3.3,4173.0,3.2,1923.0,1.5,1942.0,1.5,68.0,207.0,451.0,676.0,619.0,544.0,406.0,81.0,325.0,359.0,298.0,1.7,1.4,0.9,2.2,1.2,1.2,2.1,1.2,1.3,2.9,3.1,0.5
2011-07-01,3623.0,2.7,4261.0,3.2,4153.0,3.1,1986.0,1.5,1845.0,1.4,85.0,224.0,437.0,790.0,632.0,565.0,363.0,75.0,288.0,332.0,263.0,1.7,1.3,0.9,2.1,1.2,1.4,2.4,1.2,1.2,2.8,2.9,0.6
2011-08-01,3329.0,2.5,4298.0,3.3,4173.0,3.2,2031.0,1.5,1845.0,1.4,98.0,232.0,396.0,669.0,645.0,577.0,392.0,49.0,343.0,329.0,277.0,1.7,1.2,0.9,2.2,1.5,0.9,2.3,1.4,1.3,3.1,3.2,0.6
2011-09-01,3774.0,2.8,4429.0,3.3,4208.0,3.2,2041.0,1.5,1872.0,1.4,87.0,250.0,392.0,891.0,618.0,545.0,428.0,66.0,362.0,397.0,332.0,1.7,1.5,0.8,2.2,1.4,0.9,2.5,1.2,1.3,3.0,3.0,0.5
2011-10-01,3619.0,2.7,4370.0,3.3,4150.0,3.1,1997.0,1.5,1794.0,1.4,82.0,228.0,410.0,708.0,633.0,569.0,429.0,63.0,366.0,367.0,291.0,1.7,1.5,0.9,2.2,1.2,1.1,2.5,1.2,1.3,2.5,2.6,0.5
2011-11-01,3565.0,2.6,4365.0,3.3,4267.0,3.2,2039.0,1.5,1912.0,1.4,84.0,228.0,497.0,667.0,642.0,579.0,434.0,54.0,380.0,357.0,297.0,1.7,2.1,1.0,1.9,1.4,1.1,2.5,1.2,1.3,2.8,2.9,0.6
2011-12-01,3768.0,2.8,4356.0,3.3,4084.0,3.1,1981.0,1.5,1801.0,1.4,79.0,243.0,442.0,847.0,635.0,579.0,441.0,39.0,402.0,364.0,298.0,1.7,1.5,0.9,2.3,1.4,1.1,1.8,1.3,1.3,3.0,3.0,0.7
2012-01-01,3909.0,2.8,4457.0,3.3,4158.0,3.1,2030.0,1.5,1797.0,1.3,89.0,250.0,403.0,948.0,679.0,625.0,453.0,72.0,380.0,349.0,283.0,1.7,1.4,0.9,2.1,1.4,1.1,2.3,1.3,1.4,3.0,3.1,0.6
2012-02-01,3616.0,2.6,4560.0,3.4,4349.0,3.3,2130.0,1.6,1903.0,1.4,68.0,243.0,389.0,747.0,681.0,615.0,379.0,59.0,320.0,395.0,323.0,1.8,1.4,0.9,2.3,1.3,1.1,2.3,1.5,1.6,3.0,3.1,0.6
2012-03-01,3979.0,2.9,4575.0,3.4,4277.0,3.2,2167.0,1.6,1784.0,1.3,91.0,316.0,448.0,837.0,693.0,625.0,447.0,49.0,398.0,396.0,317.0,1.8,1.6,0.9,2.2,1.3,1.1,2.3,1.4,1.4,3.2,3.4,0.6
2012-04-01,3793.0,2.8,4389.0,3.3,4333.0,3.2,2134.0,1.6,1880.0,1.4,113.0,248.0,384.0,772.0,680.0,619.0,481.0,77.0,404.0,367.0,289.0,1.8,1.3,0.9,2.3,1.1,1.4,2.1,1.4,1.4,3.2,3.3,0.6
2012-05-01,3835.0,2.8,4533.0,3.4,4437.0,3.3,2138.0,1.6,1969.0,1.5,92.0,302.0,372.0,750.0,724.0,656.0,458.0,65.0,393.0,397.0,330.0,1.8,1.4,0.9,2.2,1.4,1.0,2.3,1.4,1.4,3.2,3.3,0.6
2012-06-01,3911.0,2.8,4440.0,3.3,4382.0,3.3,2152.0,1.6,1892.0,1.4,62.0,301.0,377.0,774.0,762.0,702.0,483.0,73.0,411.0,387.0,309.0,1.8,1.6,0.9,2.3,1.5,1.2,2.0,1.3,1.4,3.3,3.4,0.6
2012-07-01,3735.0,2.7,4327.0,3.2,4151.0,3.1,2072.0,1.5,1722.0,1.3,88.0,257.0,416.0,740.0,681.0,596.0,489.0,65.0,424.0,379.0,314.0,1.7,1.4,0.9,2.3,1.1,1.1,1.9,1.3,1.4,3.1,3.2,0.6
2012-08-01,3809.0,2.8,4450.0,3.3,4318.0,3.2,2069.0,1.5,1894.0,1.4,117.0,267.0,483.0,730.0,662.0,596.0,423.0,59.0,364.0,420.0,326.0,1.7,1.2,0.9,2.2,1.5,1.1,1.9,1.4,1.4,2.8,2.9,0.6
2012-09-01,3882.0,2.8,4302.0,3.2,4092.0,3.0,1950.0,1.4,1805.0,1.3,95.0,248.0,496.0,694.0,718.0,650.0,422.0,55.0,368.0,383.0,309.0,1.6,1.3,0.9,2.2,1.4,1.3,1.9,1.2,1.2,2.8,3.0,0.5
2012-10-01,3775.0,2.7,4389.0,3.3,4261.0,3.2,2035.0,1.5,1891.0,1.4,106.0,270.0,305.0,755.0,704.0,642.0,483.0,54.0,429.0,380.0,312.0,1.7,1.8,0.9,2.2,1.4,1.2,1.8,1.3,1.3,3.0,3.1,0.6
2012-11-01,3878.0,2.8,4489.0,3.3,4347.0,3.2,2078.0,1.5,1921.0,1.4,97.0,254.0,469.0,749.0,735.0,667.0,499.0,56.0,442.0,364.0,310.0,1.7,1.8,0.9,2.2,1.3,1.2,2.0,1.4,1.4,3.0,3.1,0.6
2012-12-01,3970.0,2.9,4452.0,3.3,4118.0,3.0,2051.0,1.5,1700.0,1.3,129.0,250.0,507.0,697.0,712.0,647.0,481.0,65.0,415.0,408.0,333.0,1.7,1.3,0.9,2.2,1.5,0.9,2.1,1.3,1.4,3.0,3.2,0.6
2013-01-01,3923.0,2.8,4487.0,3.3,4347.0,3.2,2280.0,1.7,1678.0,1.2,120.0,252.0,473.0,776.0,628.0,560.0,470.0,55.0,415.0,456.0,365.0,1.9,2.3,0.8,2.6,1.5,1.2,1.9,1.5,1.6,3.3,3.4,0.6
2013-02-01,4004.0,2.9,4571.0,3.4,4293.0,3.2,2298.0,1.7,1664.0,1.2,137.0,283.0,402.0,757.0,692.0,631.0,520.0,52.0,468.0,421.0,356.0,1.9,1.8,0.9,2.4,1.2,1.5,2.1,1.4,1.5,3.4,3.5,0.6
2013-03-01,4076.0,2.9,4369.0,3.2,4241.0,3.1,2124.0,1.6,1787.0,1.3,116.0,257.0,472.0,750.0,713.0,637.0,514.0,63.0,451.0,395.0,340.0,1.8,1.6,0.8,2.2,1.1,1.2,2.1,1.4,1.5,3.2,3.2,0.6
2013-04-01,3988.0,2.9,4572.0,3.4,4422.0,3.3,2296.0,1.7,1793.0,1.3,113.0,243.0,534.0,761.0,716.0,646.0,478.0,47.0,430.0,421.0,342.0,1.9,1.6,1.0,2.4,1.6,1.2,2.4,1.4,1.5,3.2,3.3,0.7
2013-05-01,4145.0,3.0,4663.0,3.4,4442.0,3.3,2234.0,1.6,1836.0,1.3,120.0,248.0,558.0,788.0,686.0,617.0,469.0,47.0,422.0,410.0,361.0,1.8,1.6,1.0,2.1,1.3,1.4,2.4,1.4,1.4,3.1,3.3,0.6
2013-06-01,4150.0,3.0,4440.0,3.3,4307.0,3.2,2203.0,1.6,1761.0,1.3,131.0,216.0,634.0,749.0,684.0,615.0,489.0,51.0,438.0,400.0,351.0,1.8,1.7,0.9,2.2,1.5,1.3,2.5,1.4,1.5,3.0,3.1,0.6
2013-07-01,3885.0,2.8,4561.0,3.3,4421.0,3.2,2363.0,1.7,1713.0,1.3,104.0,221.0,488.0,696.0,644.0,571.0,503.0,52.0,451.0,376.0,324.0,1.9,1.8,1.0,2.3,1.3,1.3,2.8,1.5,1.6,3.2,3.3,0.6
2013-08-01,4085.0,2.9,4730.0,3.5,4493.0,3.3,2316.0,1.7,1816.0,1.3,112.0,285.0,484.0,809.0,753.0,680.0,523.0,94.0,429.0,393.0,352.0,1.9,1.6,0.9,2.7,2.0,1.4,2.5,1.4,1.5,3.0,3.0,0.6
2013-09-01,4128.0,2.9,4726.0,3.5,4519.0,3.3,2302.0,1.7,1892.0,1.4,128.0,268.0,530.0,751.0,677.0,610.0,550.0,68.0,482.0,396.0,344.0,1.9,1.6,1.0,2.7,1.2,1.3,2.3,1.5,1.5,3.1,3.2,0.6
2013-10-01,4222.0,3.0,4518.0,3.3,4350.0,3.2,2372.0,1.7,1675.0,1.2,137.0,294.0,530.0,819.0,683.0,606.0,540.0,90.0,450.0,395.0,349.0,1.9,1.6,0.9,2.6,0.7,1.1,2.4,1.5,1.6,3.6,3.9,0.6
2013-11-01,4119.0,2.9,4622.0,3.4,4367.0,3.2,2391.0,1.7,1630.0,1.2,156.0,316.0,508.0,745.0,662.0,579.0,543.0,81.0,462.0,405.0,346.0,2.0,1.3,1.0,2.7,1.3,1.2,2.6,1.4,1.5,3.3,3.4,0.6
2013-12-01,4121.0,2.9,4614.0,3.4,4392.0,3.2,2287.0,1.7,1770.0,1.3,119.0,294.0,525.0,774.0,618.0,537.0,585.0,82.0,504.0,347.0,303.0,1.9,1.3,0.9,2.3,1.2,1.0,2.5,1.5,1.6,3.2,3.3,0.6
2014-01-01,4127.0,2.9,4626.0,3.4,4435.0,3.2,2311.0,1.7,1806.0,1.3,155.0,261.0,528.0,713.0,705.0,630.0,596.0,92.0,505.0,389.0,338.0,1.9,1.6,0.9,2.6,1.2,0.9,2.4,1.4,1.5,3.2,3.4,0.6
2014-02-01,4373.0,3.1,4696.0,3.4,4549.0,3.3,2411.0,1.8,1767.0,1.3,139.0,286.0,630.0,848.0,733.0,660.0,558.0,74.0,485.0,402.0,349.0,2.0,1.6,0.9,2.7,1.3,1.1,2.3,1.5,1.5,3.6,3.9,0.6
2014-03-01,4388.0,3.1,4763.0,3.5,4518.0,3.3,2449.0,1.8,1703.0,1.2,125.0,282.0,665.0,773.0,759.0,678.0,571.0,53.0,518.0,425.0,365.0,2.0,1.5,1.0,2.7,1.4,1.2,2.7,1.3,1.3,3.4,3.5,0.6
2014-04-01,4566.0,3.2,4880.0,3.5,4597.0,3.3,2474.0,1.8,1764.0,1.3,116.0,275.0,652.0,842.0,723.0,642.0,662.0,92.0,570.0,435.0,376.0,2.0,1.7,0.9,2.8,1.4,1.0,2.5,1.5,1.6,3.5,3.7,0.6
2014-05-01,4747.0,3.3,4808.0,3.5,4572.0,3.3,2483.0,1.8,1710.0,1.2,119.0,294.0,625.0,857.0,817.0,734.0,710.0,89.0,621.0,441.0,371.0,2.0,2.0,1.0,2.8,1.4,1.1,2.4,1.5,1.5,3.1,3.3,0.6
2014-06-01,4982.0,3.5,4925.0,3.5,4612.0,3.3,2507.0,1.8,1761.0,1.3,155.0,318.0,634.0,916.0,849.0,739.0,674.0,76.0,598.0,514.0,447.0,2.0,1.9,0.9,2.8,1.4,1.0,2.6,1.5,1.6,3.5,3.6,0.5
2014-07-01,4846.0,3.4,5008.0,3.6,4748.0,3.4,2633.0,1.9,1781.0,1.3,149.0,296.0,601.0,908.0,869.0,784.0,630.0,64.0,566.0,475.0,413.0,2.1,1.8,1.1,3.0,1.5,1.5,2.6,1.6,1.7,3.5,3.7,0.6
2014-08-01,5349.0,3.7,4810.0,3.5,4623.0,3.3,2549.0,1.8,1699.0,1.2,127.0,322.0,840.0,967.0,930.0,840.0,705.0,84.0,621.0,438.0,364.0,2.0,2.0,0.9,2.7,1.3,1.4,2.6,1.4,1.4,3.7,3.9,0.7
2014-09-01,4914.0,3.4,5149.0,3.7,4855.0,3.5,2732.0,2.0,1718.0,1.2,116.0,310.0,589.0,941.0,885.0,779.0,708.0,76.0,632.0,468.0,396.0,2.2,1.7,1.1,2.7,1.2,1.3,2.9,1.6,1.7,3.7,4.0,0.7
2014-10-01,5012.0,3.5,5111.0,3.7,4937.0,3.5,2718.0,1.9,1835.0,1.3,149.0,294.0,598.0,956.0,891.0,801.0,671.0,66.0,604.0,435.0,360.0,2.2,1.7,1.1,2.9,1.5,1.3,2.7,1.7,1.7,4.0,4.1,0.7
2014-11-01,4843.0,3.3,4978.0,3.6,4682.0,3.3,2600.0,1.9,1726.0,1.2,139.0,327.0,508.0,970.0,800.0,711.0,631.0,58.0,573.0,472.0,392.0,2.1,1.5,0.9,2.9,1.4,1.6,2.4,1.6,1.7,3.8,3.9,0.6
2014-12-01,5130.0,3.5,5192.0,3.7,4827.0,3.4,2552.0,1.8,1857.0,1.3,139.0,307.0,544.0,1041.0,941.0,846.0,707.0,86.0,621.0,505.0,428.0,2.0,1.9,1.1,2.8,1.3,1.3,2.1,1.5,1.6,3.7,3.9,0.6
2015-01-01,5344.0,3.7,5061.0,3.6,4886.0,3.5,2764.0,2.0,1789.0,1.3,147.0,321.0,616.0,1028.0,918.0,815.0,802.0,87.0,716.0,526.0,441.0,2.2,1.7,1.2,2.9,1.4,1.4,2.8,1.7,1.8,3.9,4.1,0.6
2015-02-01,5466.0,3.7,5127.0,3.6,4869.0,3.5,2741.0,1.9,1757.0,1.2,171.0,309.0,681.0,1082.0,927.0,823.0,750.0,97.0,653.0,515.0,429.0,2.2,1.7,1.0,2.6,1.7,1.3,2.9,1.8,1.8,3.6,3.9,0.7
2015-03-01,5210.0,3.6,5126.0,3.6,5102.0,3.6,2754.0,2.0,1973.0,1.4,165.0,322.0,527.0,1101.0,907.0,815.0,719.0,89.0,630.0,501.0,418.0,2.2,1.8,1.0,3.0,1.7,1.1,2.8,1.6,1.7,3.8,4.2,0.7
2015-04-01,5598.0,3.8,5196.0,3.7,4944.0,3.5,2705.0,1.9,1856.0,1.3,152.0,323.0,589.0,1239.0,1004.0,905.0,720.0,72.0,648.0,521.0,427.0,2.1,1.9,1.1,2.8,1.4,1.4,2.6,1.6,1.7,3.6,3.8,0.7
2015-05-01,5563.0,3.8,5142.0,3.6,4825.0,3.4,2743.0,1.9,1711.0,1.2,158.0,324.0,543.0,1235.0,986.0,890.0,703.0,72.0,632.0,523.0,439.0,2.2,1.8,1.0,2.9,1.5,1.3,2.8,1.7,1.7,3.5,3.7,0.7
2015-06-01,5248.0,3.6,5125.0,3.6,4978.0,3.5,2756.0,1.9,1821.0,1.3,145.0,291.0,572.0,1109.0,1005.0,903.0,666.0,67.0,599.0,471.0,380.0,2.2,1.7,1.1,3.0,1.5,1.2,2.6,1.6,1.7,4.0,4.2,0.7
2015-07-01,6056.0,4.1,5150.0,3.6,4848.0,3.4,2764.0,1.9,1703.0,1.2,147.0,336.0,823.0,1146.0,1171.0,1047.0,761.0,69.0,692.0,548.0,449.0,2.2,1.7,1.0,2.8,1.6,1.1,2.6,1.7,1.8,4.0,4.2,0.7
2015-08-01,5467.0,3.7,5163.0,3.6,5032.0,3.5,2879.0,2.0,1773.0,1.2,143.0,314.0,661.0,1091.0,1040.0,942.0,695.0,58.0,637.0,494.0,403.0,2.3,1.5,1.1,2.9,1.4,0.9,2.8,1.8,1.9,4.3,4.5,0.7
2015-09-01,5488.0,3.7,5287.0,3.7,5110.0,3.6,2778.0,2.0,1964.0,1.4,122.0,315.0,678.0,1110.0,1077.0,982.0,705.0,74.0,631.0,470.0,398.0,2.2,1.8,1.2,2.9,1.5,1.1,2.6,1.6,1.7,4.0,4.2,0.7
2015-10-01,5773.0,3.9,5338.0,3.7,5032.0,3.5,2810.0,2.0,1845.0,1.3,136.0,314.0,655.0,1212.0,1076.0,950.0,785.0,77.0,708.0,527.0,431.0,2.2,1.5,1.1,2.9,1.5,1.4,2.7,1.7,1.8,3.9,4.2,0.8
2015-11-01,5708.0,3.8,5358.0,3.8,5089.0,3.6,2897.0,2.0,1779.0,1.2,123.0,298.0,578.0,1285.0,1101.0,994.0,764.0,87.0,678.0,523.0,426.0,2.3,1.9,1.1,3.1,1.5,1.1,2.8,1.9,1.9,4.0,4.3,0.7
2015-12-01,5845.0,3.9,5540.0,3.9,5225.0,3.7,3056.0,2.1,1803.0,1.3,158.0,334.0,642.0,1199.0,1065.0,939.0,747.0,77.0,670.0,541.0,442.0,2.4,1.9,1.1,3.2,1.4,1.7,2.9,1.8,1.8,4.2,4.5,0.8
2016-01-01,6012.0,4.0,5220.0,3.6,5099.0,3.6,2875.0,2.0,1805.0,1.3,169.0,321.0,719.0,1310.0,1179.0,1095.0,759.0,91.0,668.0,515.0,422.0,2.2,1.4,1.2,3.1,1.5,1.3,2.9,1.5,1.5,4.0,4.3,0.7
2016-02-01,5770.0,3.9,5470.0,3.8,5265.0,3.7,2994.0,2.1,1894.0,1.3,193.0,325.0,711.0,1236.0,1020.0,891.0,758.0,74.0,685.0,488.0,390.0,2.3,1.6,1.2,3.0,1.3,1.7,3.0,1.7,1.8,4.2,4.4,0.7
2016-03-01,6129.0,4.1,5359.0,3.7,5133.0,3.6,2917.0,2.0,1850.0,1.3,206.0,336.0,705.0,1471.0,1079.0,973.0,827.0,119.0,708.0,496.0,404.0,2.3,2.1,1.2,3.0,1.3,1.2,2.7,1.7,1.8,4.1,4.4,0.7
2016-04-01,5803.0,3.9,5294.0,3.7,5110.0,3.6,2955.0,2.1,1771.0,1.2,178.0,387.0,672.0,1049.0,1105.0,983.0,763.0,112.0,650.0,502.0,405.0,2.3,1.7,1.1,2.9,1.6,1.2,2.9,1.7,1.8,4.2,4.4,0.7
2016-05-01,5777.0,3.9,5197.0,3.6,5176.0,3.6,3009.0,2.1,1825.0,1.3,176.0,353.0,722.0,1163.0,1098.0,991.0,743.0,92.0,651.0,538.0,439.0,2.3,1.8,1.1,2.8,1.2,1.3,3.4,1.7,1.8,4.3,4.5,0.7
2016-06-01,5742.0,3.8,5281.0,3.7,5118.0,3.6,3018.0,2.1,1750.0,1.2,178.0,363.0,712.0,1143.0,1070.0,971.0,794.0,94.0,700.0,479.0,394.0,2.3,1.8,1.1,2.9,1.4,1.4,2.7,1.8,1.9,4.2,4.4,1.0
2016-07-01,5962.0,4.0,5426.0,3.8,5065.0,3.5,2967.0,2.1,1759.0,1.2,210.0,344.0,693.0,1248.0,1118.0,1018.0,757.0,105.0,651.0,587.0,492.0,2.3,1.9,1.2,2.9,1.3,1.2,3.1,1.8,1.8,4.2,4.4,0.7
2016-08-01,5677.0,3.8,5327.0,3.7,5204.0,3.6,2998.0,2.1,1860.0,1.3,186.0,326.0,648.0,1105.0,1054.0,966.0,803.0,96.0,708.0,511.0,411.0,2.3,2.2,1.2,3.0,1.3,1.0,3.0,1.7,1.7,4.1,4.4,0.8
2016-09-01,5868.0,3.9,5306.0,3.7,4985.0,3.4,3047.0,2.1,1588.0,1.1,260.0,326.0,704.0,1204.0,1110.0,997.0,739.0,80.0,659.0,527.0,418.0,2.3,1.6,1.2,3.0,1.7,1.1,3.1,1.8,1.9,4.3,4.3,0.8
2016-10-01,5591.0,3.7,5210.0,3.6,5125.0,3.5,3074.0,2.1,1664.0,1.1,219.0,299.0,661.0,985.0,1238.0,1105.0,760.0,108.0,652.0,484.0,394.0,2.4,1.9,1.3,3.1,1.4,1.2,3.0,1.7,1.8,4.4,4.5,0.8
2016-11-01,5971.0,4.0,5308.0,3.7,5139.0,3.5,3026.0,2.1,1751.0,1.2,204.0,345.0,626.0,1227.0,1197.0,1099.0,765.0,107.0,658.0,577.0,484.0,2.3,2.2,1.3,3.0,1.3,1.1,2.9,1.6,1.7,4.3,4.6,0.7
2016-12-01,5964.0,3.9,5343.0,3.7,5071.0,3.5,2989.0,2.1,1708.0,1.2,183.0,369.0,669.0,1081.0,1200.0,1097.0,748.0,94.0,654.0,560.0,405.0,2.3,2.0,1.3,2.7,1.8,1.1,3.0,1.7,1.8,4.2,4.4,0.7
2017-01-01,5617.0,3.7,5499.0,3.8,5320.0,3.7,3188.0,2.2,1745.0,1.2,161.0,371.0,635.0,984.0,1152.0,1079.0,724.0,81.0,644.0,497.0,417.0,2.4,2.2,1.4,3.0,1.4,1.5,3.2,1.8,2.0,4.2,4.3,0.8
2017-02-01,5923.0,3.9,5350.0,3.7,5176.0,3.5,3089.0,2.1,1711.0,1.2,190.0,369.0,645.0,986.0,1238.0,1119.0,898.0,92.0,805.0,505.0,426.0,2.4,2.3,1.4,3.2,2.0,1.2,2.8,1.7,1.8,4.0,4.2,0.8
